"eCRF_name","ECRF_CODE","ECRF_GENERIC_NAME","ECRF_TRADE_NAMES","RXNORM_CODE","RXNORM_DESCRIPTION","CONCEPT_CD","CONCEPT_CD_DESCRIPTION","MED_ROUTE","min_date","max_date","distinct_patients","distinct_observations"
"medcations_before_and_after","03.17","Ciprofloxacin","Cipro","465397","ciprofloxacin / dexamethasone","HOMEMED:3672973","ciprofloxacin / dexamethasone","",2017-04-20,2019-01-04,2,12
"medcations_before_and_after","03.17","Ciprofloxacin","Cipro","1152113","ciprofloxacin / dexamethasone Otic Product","HOMEMED:3672973","ciprofloxacin-dexamethasone otic","",2017-04-20,2019-01-04,2,12
"medcations_before_and_after","03.19","Clindamycin","Cleocin","2582","clindamycin","ADMINMED:2797437","clindamycin","IV",2014-12-13,2021-04-28,4,18
"medcations_before_and_after","03.19","Clindamycin","Cleocin","2582","clindamycin","ADMINMED:2797437","clindamycin","PO",2014-12-13,2014-12-13,1,1
"medcations_before_and_after","03.19","Clindamycin","Cleocin","2582","clindamycin","HOMEMED:3673089","clindamycin","",2014-12-13,2014-12-13,1,2
"medcations_before_and_after","03.20","Erythromycin","","4053","erythromycin","ADMINMED:2797711","erythromycin","OPTH",2017-08-14,2020-05-19,2,6
"medcations_before_and_after","03.20","Erythromycin","","1164502","erythromycin Ophthalmic Product","ADMINMED:2797711","erythromycin ophthalmic","OPTH",2017-08-14,2020-05-19,2,6
"medcations_before_and_after","03.20","Erythromycin","","4053","erythromycin","HOMEMED:3676506","erythromycin","",2016-08-11,2016-08-11,1,2
"medcations_before_and_after","03.20","Erythromycin","","1164502","erythromycin Ophthalmic Product","HOMEMED:3676506","erythromycin ophthalmic","",2016-08-11,2016-08-11,1,2
"medcations_before_and_after","03.28","Mycostatin","Nystatin","7597","nystatin","HOMEMED:3684528","nystatin","",2019-07-26,2019-07-26,1,4
"medcations_before_and_after","03.28","Mycostatin","Nystatin","1160437","nystatin Topical Product","HOMEMED:3684528","nystatin topical","",2019-07-26,2019-07-26,1,4
"medcations_before_and_after","03.28","Mycostatin","Nystatin","7597","nystatin","HOMEMED:3684529","nystatin","",2014-09-06,2014-09-06,1,4
"medcations_before_and_after","03.28","Mycostatin","Nystatin","1160437","nystatin Topical Product","HOMEMED:3684529","nystatin topical","",2014-09-06,2014-09-06,1,4
"medcations_before_and_after","03.30","Nystatin","Mycostatin","7597","nystatin","HOMEMED:3684528","nystatin","",2019-07-26,2019-07-26,1,4
"medcations_before_and_after","03.30","Nystatin","Mycostatin","1160437","nystatin Topical Product","HOMEMED:3684528","nystatin topical","",2019-07-26,2019-07-26,1,4
"medcations_before_and_after","03.30","Nystatin","Mycostatin","7597","nystatin","HOMEMED:3684529","nystatin","",2014-09-06,2014-09-06,1,4
"medcations_before_and_after","03.30","Nystatin","Mycostatin","1160437","nystatin Topical Product","HOMEMED:3684529","nystatin topical","",2014-09-06,2014-09-06,1,4
"medcations_before_and_after","03.32","Penicillin","","7984","penicillin V | phenoxymethylpenicillin","ADMINMED:288807609","penicillin v","PO",2013-04-29,2013-04-29,1,3
"medcations_before_and_after","03.32","Penicillin","","203195","penicillin V potassium","ADMINMED:288807609","penicillin v potassium","PO",2013-04-29,2013-04-29,1,3
"medcations_before_and_after","03.32","Penicillin","","7984","penicillin V | phenoxymethylpenicillin","HOMEMED:288807616","penicillin v","",2012-02-17,2014-12-30,1,15
"medcations_before_and_after","03.32","Penicillin","","203195","penicillin V potassium","HOMEMED:288807616","penicillin v potassium","",2012-02-17,2014-12-30,1,15
"medcations_before_and_after","03.35","Tobramycin","Tobrex","883815","dexamethasone / tobramycin","ADMINMED:2797553","dexamethasone / tobramycin","OPTH",2017-11-03,2017-11-04,1,20
"medcations_before_and_after","03.35","Tobramycin","Tobrex","1154524","dexamethasone / tobramycin Ophthalmic Product","ADMINMED:2797553","dexamethasone-tobramycin ophthalmic","OPTH",2017-11-03,2017-11-04,1,20
"medcations_before_and_after","03.35","Tobramycin","Tobrex","883815","dexamethasone / tobramycin","HOMEMED:3674269","dexamethasone / tobramycin","",2017-11-03,2017-11-03,1,4
"medcations_before_and_after","03.35","Tobramycin","Tobrex","1154524","dexamethasone / tobramycin Ophthalmic Product","HOMEMED:3674269","dexamethasone-tobramycin ophthalmic","",2017-11-03,2017-11-03,1,4
"medcations_before_and_after","03.37","Vancomycin","","11124","vancomycin","ADMINMED:2798880","vancomycin","IV",2007-07-02,2021-04-27,7,41
"medcations_before_and_after","03.37","Vancomycin","","11124","vancomycin","HOMEMED:3671214","vancomycin","",2021-02-20,2021-02-20,1,1
"medcations_before_and_after","06.01","Clonidine","Catapres, Duraclon","2599","clonidine | cloNIDine","ADMINMED:2797449","clonidine","PO",2020-02-02,2021-02-04,2,8
"medcations_before_and_after","06.01","Clonidine","Catapres, Duraclon","2599","clonidine | cloNIDine","HOMEMED:3670577","clonidine","",2020-02-05,2020-02-05,1,1
"medcations_before_and_after","06.08","Hydralazine","Apresoline","5470","hydralazine | hydrALAZINE","ADMINMED:2797935","hydralazine","IV",2020-05-08,2020-05-12,1,4
"medcations_before_and_after","07.02","Aspirin","","1191","aspirin","ADMINMED:2796980","aspirin","NG",2021-01-29,2021-01-30,1,2
"medcations_before_and_after","07.02","Aspirin","","1191","aspirin","ADMINMED:2796980","aspirin","PO",2019-07-19,2021-05-24,47,317
"medcations_before_and_after","07.02","Aspirin","","1191","aspirin","ADMINMED:2796980","aspirin","PR",2020-04-23,2021-01-28,2,5
"medcations_before_and_after","07.02","Aspirin","","1191","aspirin","HOMEMED:3654772","aspirin","",2020-12-21,2020-12-21,1,1
"medcations_before_and_after","07.02","Aspirin","","1191","aspirin","HOMEMED:3654774","aspirin","",2019-07-20,2021-05-25,46,63
"medcations_before_and_after","07.06","Enoxaparin","Lovenox","67108","enoxaparin","ADMINMED:2797686","enoxaparin","Subcutaneous",2020-05-05,2021-05-04,32,346
"medcations_before_and_after","07.06","Enoxaparin","Lovenox","67108","enoxaparin","HOMEMED:10697071","enoxaparin","",2020-05-24,2020-05-27,2,3
"medcations_before_and_after","07.06","Enoxaparin","Lovenox","67108","enoxaparin","HOMEMED:3676238","enoxaparin","",2020-08-21,2020-08-21,1,2
"medcations_before_and_after","07.08","Heparin","","5224","heparin","ADMINMED:212159319","heparin","IA",2020-04-22,2021-04-25,10,22
"medcations_before_and_after","07.08","Heparin","","5224","heparin","ADMINMED:212159319","heparin","IV",2020-04-23,2021-03-13,11,130
"medcations_before_and_after","07.08","Heparin","","5224","heparin","ADMINMED:2797919","heparin","IV",2020-04-23,2021-01-29,4,375
"medcations_before_and_after","07.13","Apixaban","Eliquis","1364430","apixaban","ADMINMED:467428629","apixaban","PO",2020-04-28,2021-05-08,10,61
"medcations_before_and_after","07.13","Apixaban","Eliquis","1364430","apixaban","HOMEMED:467428636","apixaban","",2020-11-25,2021-01-21,1,3
"medcations_before_and_after","07.13","Apixaban","Eliquis","1364430","apixaban","HOMEMED:467428637","apixaban","",2020-05-09,2021-05-07,9,14
"medcations_before_and_after","07.13","Apixaban","Eliquis","1364430","apixaban","HOMEMED:467428639","apixaban","",2021-02-26,2021-02-26,1,1
"medcations_before_and_after","07.13","Apixaban","Eliquis","1364430","apixaban","HOMEMED:467428640","apixaban","",2021-02-26,2021-02-26,1,1
"medcations_before_and_after","08.03","Amlodipine","Norvasc","17767","amlodipine | amLODIPine","ADMINMED:2797372","amlodipine","PO",2021-01-12,2021-01-18,1,12
"medcations_before_and_after","08.03","Amlodipine","Norvasc","17767","amlodipine | amLODIPine","HOMEMED:3653656","amlodipine","",2021-01-14,2021-01-14,1,1
"medcations_before_and_after","08.06","Bisoprolol","Zebeta","19484","bisoprolol","ADMINMED:2797099","bisoprolol","PO",2021-03-12,2021-03-18,1,6
"medcations_before_and_after","08.06","Bisoprolol","Zebeta","19484","bisoprolol","HOMEMED:3656102","bisoprolol","",2021-03-17,2021-03-30,1,2
"medcations_before_and_after","08.14","Metoprolol","Lopressor, Toprol","6918","metoprolol","ADMINMED:2798247","metoprolol","PO",2020-08-17,2021-04-15,2,3
"medcations_before_and_after","08.14","Metoprolol","Lopressor, Toprol","6918","metoprolol","HOMEMED:942337125","metoprolol","",2021-04-15,2021-04-15,1,1
"medcations_before_and_after","08.16","Nisoldipine","Sular","1008034","Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine / Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine / Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine / Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine","ADMINMED:15611499","neisseria meningitidis serogroup a capsular polysaccharide diphtheria toxoid protein conjugate vaccine / neisseria meningitidis serogroup c capsular polysaccharide diphtheria toxoid protein conjugate","",2013-01-31,2018-08-22,3,12
"medcations_before_and_after","08.16","Nisoldipine","Sular","2360582","Neisseria meningitidis serogroup A capsular polysaccharide tetanus toxoid protein conjugate vaccine / Neisseria meningitidis serogroup C capsular polysaccharide tetanus toxoid protein conjugate vaccine / Neisseria meningitidis serogroup W-135 capsular polysaccharide tetanus toxoid protein conjugate vaccine / Neisseria meningitidis serogroup Y capsular polysaccharide tetanus toxoid protein conjugate vaccine","ADMINMED:15611499","neisseria meningitidis serogroup a capsular polysaccharide tetanus toxoid protein conjugate vaccine / neisseria meningitidis serogroup c capsular polysaccharide tetanus toxoid protein conjugate vaccin","",2013-01-31,2018-08-22,3,12
"medcations_before_and_after","08.16","Nisoldipine","Sular","1008034","Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine / Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine / Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine / Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine","ADMINMED:15611499","neisseria meningitidis serogroup a capsular polysaccharide diphtheria toxoid protein conjugate vaccine / neisseria meningitidis serogroup c capsular polysaccharide diphtheria toxoid protein conjugate","IM",2009-05-27,2017-03-20,1,6
"medcations_before_and_after","08.16","Nisoldipine","Sular","2360582","Neisseria meningitidis serogroup A capsular polysaccharide tetanus toxoid protein conjugate vaccine / Neisseria meningitidis serogroup C capsular polysaccharide tetanus toxoid protein conjugate vaccine / Neisseria meningitidis serogroup W-135 capsular polysaccharide tetanus toxoid protein conjugate vaccine / Neisseria meningitidis serogroup Y capsular polysaccharide tetanus toxoid protein conjugate vaccine","ADMINMED:15611499","neisseria meningitidis serogroup a capsular polysaccharide tetanus toxoid protein conjugate vaccine / neisseria meningitidis serogroup c capsular polysaccharide tetanus toxoid protein conjugate vaccin","IM",2009-05-27,2017-03-20,1,6
"medcations_before_and_after","08.16","Nisoldipine","Sular","1008803","Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine","ADMINMED:199347052","streptococcus pneumoniae serotype 1 capsular antigen diphtheria crm197 protein conjugate vaccine / streptococcus pneumoniae serotype 14 capsular antigen diphtheria crm197 protein conjugate vaccine / s","",2011-09-08,2019-12-13,2,8
"medcations_before_and_after","08.16","Nisoldipine","Sular","1008803","Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine","ADMINMED:199347052","streptococcus pneumoniae serotype 1 capsular antigen diphtheria crm197 protein conjugate vaccine / streptococcus pneumoniae serotype 14 capsular antigen diphtheria crm197 protein conjugate vaccine / s","IM",2010-05-21,2020-08-12,3,7
"medcations_before_and_after","08.16","Nisoldipine","Sular","1008933","acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated","ADMINMED:212159316","acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / poliovirus vac","",2011-09-08,2012-02-13,1,3
"medcations_before_and_after","08.16","Nisoldipine","Sular","1008933","acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated","ADMINMED:212159316","acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / poliovirus vac","IM",2019-08-20,2019-12-20,1,3
"medcations_before_and_after","08.16","Nisoldipine","Sular","1008785","Streptococcus pneumoniae type 1 capsular polysaccharide antigen / Streptococcus pneumoniae type 10A capsular polysaccharide antigen / Streptococcus pneumoniae type 11A capsular polysaccharide antigen / Streptococcus pneumoniae type 12F capsular polysaccharide antigen / Streptococcus pneumoniae type 14 capsular polysaccharide antigen / Streptococcus pneumoniae type 15B capsular polysaccharide antigen / Streptococcus pneumoniae type 17F capsular polysaccharide antigen / Streptococcus pneumoniae type 18C capsular polysaccharide antigen / Streptococcus pneumoniae type 19A capsular polysaccharide antigen / Streptococcus pneumoniae type 19F capsular polysaccharide antigen / Streptococcus pneumoniae type 2 capsular polysaccharide antigen / Streptococcus pneumoniae type 20 capsular polysaccharide antigen / Streptococcus pneumoniae type 22F capsular polysaccharide antigen / Streptococcus pneumoniae type 23F capsular polysaccharide antigen / Streptococcus pneumoniae type 3 capsular polysaccharide antigen / Streptococcus pneumoniae type 33F capsular polysaccharide antigen / Streptococcus pneumoniae type 4 capsular polysaccharide antigen / Streptococcus pneumoniae type 5 capsular polysaccharide antigen / Streptococcus pneumoniae type 6B capsular polysaccharide antigen / Streptococcus pneumoniae type 7F capsular polysaccharide antigen / Streptococcus pneumoniae type 8 capsular polysaccharide antigen / Streptococcus pneumoniae type 9N capsular polysaccharide antigen / Streptococcus pneumoniae type 9V capsular polysaccharide antigen","ADMINMED:4103320","streptococcus pneumoniae type 1 capsular polysaccharide antigen / streptococcus pneumoniae type 10a capsular polysaccharide antigen / streptococcus pneumoniae type 11a capsular polysaccharide antigen","",2020-07-28,2020-07-28,1,2
